F,Altitude,Country,Fragmentation_Devices,Fragmentation_Devices_Type,Fragmentation_Devices_Weight,Fragmentation_Devices_Weight_Tons,High_Explosives,High_Explosives_Type,High_Explosives_Weight,High_Explosives_Weight_Tons,Incendiary_Devices,Incendiary_Devices_Type,Incendiary_Devices_Weight,Incendiary_Devices_Weight_Tons,Mission_Date,Mission_ID,Takeoff_Base,Takeoff_Latitude,Takeoff_Location,Takeoff_Longitude,Target_City,Target_Country,Target_Latitude,Target_Longitude,Theater_of_Operations,Total_Weight,Total_Weight_Tons
B25,83,USA,,,,0,,250 LB GP (GP-M57),,4.5,,,,0,9/1/1942,128423,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.52,28.92,MTO,,4.5
B25,1000,USA,,,,0,12,100 LB GP (GP-M30),1200,0.6,,,,0,9/3/1942,128473,DINJAN,27.537778,INDIA,95.269444,KATHA,BURMA,24.183333,96.35,CBI,1200,0.6
B25,83,USA,,,,0,6,500 LB GP (GP-M43/M64),,1.5,,,,0,9/4/1942,128486,LG 99,30.41666667,EGYPT,32.33333333,ALAM-EL HAIFA RIDGE,EGYPT,30.56,28.92,MTO,,1.5
B25,72.03,USA,,,,0,6,500 LB GP (GP-M43/M64),,1.5,,,,0,9/4/1942,128487,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.51,28.84,MTO,,1.5
B25,80,USA,,,,0,,250 LB GP (GP-M57),,4.5,,,,0,9/4/1942,128489,LG 99,30.80138889,EGYPT,29.90138889,ALAM-EL HAIFA RIDGE,EGYPT,30.55,28.91,MTO,,4.5
LIB,100,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,9/7/1942,128870,AQIR,31.833333,EGYPT,34.8166667,CONVOY SW OF CRETE,CRETE,34.7,22.63,MTO,,15
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/7/1944,129077,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,ROAD JUNCTION E OF ORVIETO,GREECE,41.63,13.37,MTO,,50.25
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/7/1944,129083,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,CASTIGLIONE,,42.45,11.13,,,2.25
B25,,USA,,,,0,4,500 LB GP (GP-M43/M64),2000,1,,,,0,9/11/1942,129252,DINJAN,27.537778,INDIA,95.269444,10 MI N OF KATHA,BURMA,24.311,96.35,CBI,2000,1
B25,85,USA,,,,0,30,500 LB GP (GP-M43/M64),,7.5,,,,0,9/14/1942,129289,DEVERSOIR AIRFIELD,30.41666667,EGYPT,32.33333333,LG 101,EGYPT,31.1,27.52,MTO,,7.5
A36,,USA,,,,,35,500 LB GP (GP-M43/M64),,8.75,,,,,6/8/1944,129403,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,VALENTANO,ITALY,42.57,11.82,MTO,,8.75
A36,,USA,,,,,14,500 LB GP (GP-M43/M64),,3.5,,,,,6/8/1944,129412,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,PITIGLIANO,ITALY,42.63,11.67,MTO,,3.5
A36,,USA,,,,,4,500 LB GP (GP-M43/M64),,1,,,,,6/8/1944,129424,LA BANCA AIRFIELD,41.253197,ITALY,14.505806,46 20 N 010 20 E,ITALY,46.33,10.33,MTO,,1
B25,,USA,10,20 LB FRAG,200,0.1,8,100 LB GP (GP-M30),800,0.4,,,,0,9/16/1942,129516,DINJAN,27.537778,INDIA,95.269444,KALEWA/ CHINDWIN VALLEY,BURMA,23.2,94.3,CBI,1000,0.5
LIB,110,GREAT BRITAIN,,,,0,0,500 LB GP (GP-M43/M64),,,,,,0,9/16/1942,129520,AQIR,31.833333,EGYPT,34.8166667,BENGHAZI,LIBYA,32.11,20.05,MTO,,10.5
B25,,USA,,,,0,4,500 LB GP (GP-M43/M64),2000,1,,,,0,9/17/1942,129561,DINJAN,27.537778,INDIA,95.269444,SW BHAMO,BURMA,24.25,97.23333333,CBI,2000,1
B25,,USA,10,20 LB FRAG,,200,,,,,,,,,9/17/1942,129563,DINJAN,27.537778,INDIA,95.269444,NAMKHAN/KATHA,BURMA,24.171254,96.346992,CBI,200,0.1
LIB,80,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,9/22/1942,129907,AQIR,31.833333,EGYPT,34.8166667,BENGHAZI SHIPPING,LIBYA,32.15,20.07,MTO,,31.5
LIB,60,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,9/25/1942,129951,AQIR,31.833333,EGYPT,34.8166667,TOBRUK,LIBYA,32.08,23.98,MTO,,23
B25,,USA,10,17 KG CHINESE,374,0.187,8,100 LB GP (GP-M30),1760,0.88,,,,0,9/28/1942,129968,YUNNANYI,25.445556,CHINA,100.734722,TENGCHUNG (YUNNAN),CHINA,24.5,101.5,CBI,2134,1.067
LIB,120,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,9/27/1942,129972,AQIR,31.833333,EGYPT,34.8166667,BENGHAZI SHIPPING,LIBYA,32.3,25.1,MTO,,21
LIB,115,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,9/29/1942,129986,AQIR,31.833333,EGYPT,34.8166667,TOBRUK SHIPPING,LIBYA,32.04,23.95,MTO,,29.5
B24,0,USA,,,,0,,,,0,,,,0,9/29/1942,129989,RAMAT DAVID,32.666603,PALESTINE,35.183325,CRETE,CRETE,35.19,25.72,MTO,,20
B25,,USA,,,,0,10,100 LB GP (GP-M30),1000,0.5,,,,0,10/1/1942,129999,DINJAN,27.537778,INDIA,95.269444,KATHA,BURMA,24.183333,96.346992,CBI,1000,0.5
A36,,USA,,,,,31,500 LB GP (GP-M43/M64),,7.75,,,,,6/9/1944,130284,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,S LORENZO,ITALY,44.38,11.23,MTO,,7.75
LIB,90,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,10/1/1942,130302,AQIR,31.833333,EGYPT,34.8166667,CONVOY N OF DERNA,LIBYA,33.82,23.6,MTO,,16.5
B25,,USA,,,,0,2,500 LB GP (GP-M43/M64),1000,0.5,,,,0,10/3/1942,130351,DINJAN,27.537778,INDIA,95.269444,TINGKA (TINGKAW),BURMA,24.583333,97.233333,CBI,1000,0.5
B24,0,USA,,,,0,,,,0,,,,0,10/3/1942,130352,RAMAT DAVID,32.666603,PALESTINE,35.183325,NAVARINO BAY,GREECE,36.9,21.68,MTO,,40
B24,230,USA,,,,0,5,1000 LB GP (GP-M44/M65),,2.5,,,,0,10/6/1942,130381,LYDDA,32.009444,PALESTINE,34.882778,BARDIA DOCKS,LIBYA,31.75,25.09,MTO,,2.5
LIB,70,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,10/6/1942,130382,AQIR,31.833333,EGYPT,34.8166667,CONVOY SW OF CRETE,CRETE,34.67,22.67,MTO,,12
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,12/19/1944,130422,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,SARAJEVO W M/Y,,43.87,18.3,,,39
B25,,USA,,,,0,4,300 LB GP (GP-31),1200,0.6,,,,0,10/7/1942,130702,DINJAN,27.537778,INDIA,95.269444,MOHNYIN,BURMA,24.78333333,96.36666667,CBI,1200,0.6
B25,,USA,,,,,1,300 LB GP (GP-31),300,0.15,,,,,10/7/1942,130703,DINJAN,27.537778,INDIA,95.269444,NAMMA,BURMA,24.86666667,96.45,CBI,300,0.15
B25,,USA,,,,,1,300 LB GP (GP-31),300,0.15,,,,,10/7/1942,130704,DINJAN,27.537778,INDIA,95.269444,MOGAUNG,BURMA,25.30849,96.940701,CBI,300,0.15
B24,0,USA,,,,0,,,,0,,,,0,10/7/1942,130706,RAMAT DAVID,32.666603,PALESTINE,35.183325,SUDA BAY,CRETE,35.49,24.07,MTO,,17.5
B25,100,USA,,,,0,124,250 LB GP (GP-M57),,15.5,,,,0,10/9/1942,130717,LG 99,30.41666667,EGYPT,32.33333333,LG 21 / LG 104,EGYPT,30.98,28.28,MTO,,15.5
B25,,USA,,,,0,8,100 LB GP (GP-M30),1760,0.88,,,,0,10/1/1942,130747,HENYANG,26.905278,CHINA,112.627778,WANLING (WANTLING?),CHINA,28.366667,121.366667,CBI,1760,0.88
LIB,110,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,10/11/1942,130755,AQIR,31.833333,EGYPT,34.8166667,SUDA BAY FUEL INSTALLATION,CRETE,35.29,24.04,MTO,,3
LIB,100,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,10/11/1942,130756,AQIR,31.833333,EGYPT,34.8166667,LIT RUNWAY HERAKLION,CRETE,35.48,29.15,MTO,,3
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,12/20/1944,130856,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,BABAJEK ROAD BRIDGE,YUGOSLAVIA,44.84,17.59,MTO,,2.25
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,12/20/1944,130859,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,ROADS - MOJKOVAC TO KLOPAT,YUGOSLAVIA,42.56,19.38,MTO,,6.75
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/9/1944,131026,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,TRIESTE OIL REFINERY,,41.27,13.25,,,123.25
A36,,USA,,,,,34,500 LB GP (GP-M43/M64),,8.5,,,,,6/10/1944,131048,LA BANCA AIRFIELD,41.253197,ITALY,14.505806,COSENZA,ITALY,39.27,16.25,MTO,,8.5
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/10/1944,131067,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,AQUAPENDENTE,ITALY,42.73,11.87,MTO,,2
A36,,USA,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,6/10/1944,131068,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,ARCIDOSSO,ITALY,42.87,11.53,MTO,,2
B25,,USA,,,,,,,,,,,,,10/15/1942,131127,DINJAN,27.537778,INDIA,95.269444,LASHIO,BURMA,22.90164,95.678936,CBI,,
LIB,140,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,10/16/1942,131133,AQIR,31.833333,EGYPT,34.8166667,MERSA MATRUH,EGYPT,31.33,27.2,MTO,,10
B25,85,USA,,,,0,,250 LB GP (GP-M57),,10.875,,,,0,10/19/1942,131160,LG 88,30.98472222,EGYPT,29.85138889,LG 21 / LG 104,EGYPT,31.07,28.3,MTO,,10.875
B24,14000,USA,,,,,,,,,,,,,10/21/1942,131190,FUNGWANSHAN (CHENGTU),30.529167,CHINA,104.064722,LINSI MINE INSTALLATION,CHINA,39.7,118.433333,CBI,,
B25,90,USA,,,,0,8,250 LB GP (GP-M57),,1,,,,0,10/22/1942,131194,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES,EGYPT,31,28.65,MTO,,1
B25,102,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/22/1942,131196,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES,EGYPT,30.75,28.68,MTO,,6
B25,94,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/22/1942,131197,LG 88,30.98472222,EGYPT,29.85138889,MT CONCENTRATION,EGYPT,30.8,28.62,MTO,,6
B25,90,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/22/1942,131198,LG 88,30.98472222,EGYPT,29.85138889,MT AND TENT AREA,EGYPT,30.95,28.58,MTO,,6
B25,90,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/22/1942,131199,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES,EGYPT,30.78,28.65,MTO,,6
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,12/21/1944,131275,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,MAJKOVAC ROAD BRIDGE,YUGOSLAVIA,45.91,17.53,MTO,,17.5
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,12/21/1944,131276,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,MT ON ROAD MATESAVO-MAJKOVEC-BIJELE POLJE,YUGOSLAVIA,42.76,19.55,MTO,,58
B25,87,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/22/1942,131501,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES,EGYPT,30.84,28.67,MTO,,6
B25,85,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/22/1942,131502,LG 88,30.98472222,EGYPT,29.85138889,LG 104,EGYPT,31.03,28.27,MTO,,6
B25,80,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/22/1942,131504,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES,EGYPT,30.81,28.65,MTO,,6
B25,80,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/22/1942,131505,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES,EGYPT,30.98,28.69,MTO,,6
B25,68,USA,,,,0,,250 LB GP (GP-M57),,4.375,,,,0,10/22/1942,131506,LG 88,30.98472222,EGYPT,29.85138889,EL DABA COMM NERVE CENTER  (GRID 86783003),EGYPT,30.89,28.76,MTO,,4.375
B25,75,USA,,,,0,240,250 LB GP (GP-M57),,30,,,,0,10/25/1942,131574,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES 866-285,EGYPT,30.75,28.73,MTO,,30
B25,130,USA,60,17 KG CHINESE,2244,1.122,,500 LB GP (GP-M43/M64),18000,9,,,,0,10/25/1942,131581,KWEILIN,25.218056,CHINA,110.039167,HONG KONG,CHINA,22.316667,114.183333,CBI,20244,10.122
B25,82,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/25/1942,131582,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES 855299,EGYPT,30.88,28.62,MTO,,6
B25,75,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/25/1942,131585,LG 88,30.98472222,EGYPT,29.85138889,EL DABA FRONT LINES 873-289,EGYPT,30.75,28.8,MTO,,6
B24,140,USA,,,,0,9,500 LB GP (GP-M43/M64),,2.25,,,,0,10/26/1942,131590,LYDDA,32.009444,PALESTINE,34.882778,CONVOY OR TOBRUK,LIBYA,32.25,23.95,MTO,,2.25
B17,0,USA,,,,0,8,1000 LB GP (GP-M44/M65),,4,,,,0,10/26/1942,131591,LYDDA,32.009444,PALESTINE,34.882778,CONVOY,LIBYA,34,22.5,MTO,,4
B25,70,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/26/1942,131597,LG 88,30.98472222,EGYPT,29.85138889,"""W OF KIDNEY RIDGE, EL ALAMEIN 852299""",EGYPT,30.88,28.69,MTO,,6
B25,60,USA,,,,0,,250 LB GP (GP-M57),,5,,,,0,10/26/1942,131598,LG 88,30.98472222,EGYPT,29.85138889,"""W OF KIDNEY RIDGE, EL ALAMEIN 862297""",EGYPT,30.86,28.69,MTO,,5
B25,0,USA,,,,0,,250 LB GP (GP-M57),,5,,,,0,10/26/1942,131599,LG 88,30.98472222,EGYPT,29.85138889,"""W OF KIDNEY RIDGE, EL ALAMEIN 865-297""",EGYPT,30.86,28.72,MTO,,5
B24,,USA,,,,0,16,500 LB GP (GP-M43/M64),8000,4,,,,0,10/27/1942,131903,KUNMING,24.992222,CHINA,102.743333,MYITKYINA,BURMA,25.383611,97.351667,CBI,8000,4
B25,80,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/27/1942,131909,LG 88,30.98472222,EGYPT,29.85138889,MERSA MATRUH /  LG 104,EGYPT,31.33,27.2,MTO,,6
B25,75,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,10/27/1942,131911,LG 88,30.98472222,EGYPT,29.85138889,FRONT LINES 863-297,EGYPT,30.86,28.71,MTO,,6
B25,80,USA,,,,0,,250 LB GP (GP-M57),,5,,,,0,10/27/1942,131912,LG 88,30.98472222,EGYPT,29.85138889,FRONT LINES EAST OF 857-297,EGYPT,30.87,28.64,MTO,,5
B25,140,USA,,,,0,,250 LB GP (GP-M57),,4,,,,0,10/27/1942,131917,LG 88,30.98472222,EGYPT,29.85138889,,EGYPT,31.36,27.23,MTO,,4
B25,75,USA,,,,0,260,250 LB GP (GP-M57),,32.5,,,,0,10/28/1942,131920,LG 88,30.98472222,EGYPT,29.85138889,LG 20 / FRONT LINES 864-294,EGYPT,30.83,28.72,MTO,,32.5
B24,,USA,,,,0,27,300 LB GP (GP-31),8100,4.05,170,10 LB INCENDIARY,680,0.34,10/29/1942,131933,DUM DUM/CALCUTTA,22.654722,INDIA,88.446667,AKYAB,BURMA,20.15,92.9,CBI,8780,4.39
B25,73,USA,,,,0,,250 LB GP (GP-M57),,12,,,,0,10/29/1942,131936,LG 88,30.98472222,EGYPT,29.85138889,GERMAN FORCES RETREATING FROM EL ALAMEIN 8675-3075,EGYPT,30.89,28.7,MTO,,12
B25,75,USA,,,,0,,250 LB GP (GP-M57),,11.875,,,,0,10/30/1942,131949,LG 88,30.98472222,EGYPT,29.85138889,LG 104 / LG 18,EGYPT,31.05,27.93,MTO,,11.875
B24,0,USA,,,,0,,,,0,,,,0,10/30/1942,131953,RAMAT DAVID,32.666603,PALESTINE,35.183325,MALEME AERODROME,CRETE,35.53,23.83,MTO,,32.5
B25,90,USA,,,,0,144,250 LB GP (GP-M57),,18,,,,0,10/31/1942,131955,LG 88,30.98472222,EGYPT,29.85138889,LG 17,EGYPT,31.07,27.95,MTO,,18
B24,0,USA,,,,0,,,,0,,,,0,11/1/1942,131974,LYDDA,32.009444,PALESTINE,34.882778,MALEME AERODROME,CRETE,35.53,23.83,MTO,,0
B25,70,USA,,,,0,192,250 LB GP (GP-M57),,24,,,,0,11/2/1942,131976,LG 88,30.98472222,EGYPT,29.85138889,RAHMAN TRACK 295-300,EGYPT,30.89,28.68,MTO,,24
B24,0,USA,,,,0,100,1000 LB GP (GP-M44/M65),,50,,,,0,11/2/1942,131977,RAMAT DAVID,32.666603,PALESTINE,35.183325,TOBRUK,LIBYA,32.04,23.95,MTO,,50
B25,75,USA,,,,0,,250 LB GP (GP-M57),,12,,,,0,11/2/1942,131986,LG 88,30.98472222,EGYPT,29.85138889,BOMBING 859 303,EGYPT,30.92,28.65,MTO,,12
B25,80,USA,,,,0,,250 LB GP (GP-M57),,5,,,,0,11/2/1942,131987,LG 88,30.98472222,EGYPT,29.85138889,GHAZAL STATION AREA 85.0-31.0,EGYPT,30.98,28.56,MTO,,5
B25,75,USA,,,,0,,250 LB GP (GP-M57),,22,,,,0,11/3/1942,131994,LG 88,30.98472222,EGYPT,29.85138889,MT ON RAHMAN TRACK GRID 861297,EGYPT,30.89,28.67,MTO,,22
B25,75,USA,,,,0,,250 LB GP (GP-M57),,12,,,,0,11/3/1942,131995,LG 88,30.98472222,EGYPT,29.85138889,GHAZAL STATION - FUKA,EGYPT,30.98,28.6,MTO,,12
B25,75,USA,,,,0,,250 LB GP (GP-M57),,8,,,,0,11/3/1942,131996,LG 88,30.98472222,EGYPT,29.85138889,FLEETING TARGET 830317 MT ON ROAD TP EL DABA,EGYPT,31.05,28.39,MTO,,8
B25,86,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,11/3/1942,131997,LG 88,30.98472222,EGYPT,29.85138889,BOMBING IN AREA OF LG 22 AND AMMO DUMP SOUTH OF LG COORDS: 856313,EGYPT,31,28.62,MTO,,6
B25,85,USA,,,,0,288,250 LB GP (GP-M57),,36,,,,0,11/4/1942,132302,LG 88,30.98472222,EGYPT,29.85138889,FLEETING TGT - 80.2 31.7 MT CONCENTRATION,EGYPT,31.05,28.06,MTO,,36
B25,82,USA,,,,0,,250 LB GP (GP-M57),,6,,,,0,11/4/1942,132311,LG 88,30.98472222,EGYPT,29.85138889,GERMAN FORCES RETREATING FROM EL ALAMEIN GRID 780 317,EGYPT,31.05,27.84,MTO,,6
B25,65,USA,,,,0,144,250 LB GP (GP-M57),,18,,,,0,11/5/1942,132315,LG 88,30.98472222,EGYPT,29.85138889,GERMAN FORCES RETREATING FROM EL ALAMEIN GRID 75.0 32.9,EGYPT,31.16,27.52,MTO,,18
B17,230,USA,,,,0,30,1000 LB GP (GP-M44/M65),,15,,,,0,11/6/1942,132322,LYDDA,32.009444,PALESTINE,34.882778,BENGHAZI,LIBYA,32.11,20.05,MTO,,15
B24,230,USA,,,,0,,500 LB GP (GP-M43/M64),,10,,,,0,11/6/1942,132324,LYDDA,32.009444,PALESTINE,34.882778,TOBRUK,LIBYA,32.04,23.95,MTO,,10
LIB,120,GREAT BRITAIN,,,,0,0,500 LB GP (GP-M43/M64),,,,,,0,11/7/1942,132339,AQIR,31.833333,EGYPT,34.8166667,MALEME AERODROME,CRETE,35.53,23.83,MTO,,15
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/10/1944,132603,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,BROD-BASAMKI,,41.77,12.95,,,100.5
A36,,USA,,,,,0,500 LB GP (GP-M43/M64),,0,,,,,6/11/1944,132685,MARCIANISE AIRFIELD,41.115481,ITALY,14.176319,44 00 N 009 20 E,ITALY,44,9.33,MTO,,0
B24,0,USA,,,,0,,,,0,,,,0,11/10/1942,132723,RAMAT DAVID,32.666603,PALESTINE,35.183325,BENGHAZI,LIBYA,32.11,20.05,MTO,,10
LIB,140,GREAT BRITAIN,,,,0,0,500 LB GP (GP-M43/M64),,,,,,0,11/14/1942,132752,SHANDUR/LG 159,31.86666667,EGYPT,24.41805556,BENGHAZI,LIBYA,32.11,20.05,MTO,,24
B17,220,USA,,,,0,,500 LB GP (GP-M43/M64),,10,,,,0,11/14/1942,132753,ABU SUEIR,30.572664,EGYPT,32.095342,CANDIA BAY,CRETE,35.19,25.72,MTO,,10
B17,220,USA,,,,0,48,1000 LB GP (GP-M44/M65),,24,,,,0,11/18/1942,133039,ABU SUEIR,30.572664,EGYPT,32.095342,BENGHAZI,LIBYA,32.11,20.05,MTO,,24
B25,,USA,90,17 KG CHINESE,3366,1.683,45,500 LB GP (GP-M43/M64),22500,11.25,,,,0,11/28/1942,133099,KUNMING,24.992222,CHINA,102.743333,HONGAY,FRENCH INDO CHINA,20.933333,107.08333,CBI,25866,12.933
B25,,USA,60,17 KG CHINESE,2244,1.122,,,,0,72,25 LB INCENDIARY,1800,0.9,12/1/1942,133450,KWEILIN,25.218056,CHINA,110.039167,SANCHAU ISLAND,CHINA,22.034182,113.344464,CBI,4044,2.022
P40,,USA,24,35 LB FRAG,,840,,,,,,,,,11/24/1942,133483,KWEILIN,25.218056,CHINA,110.039167,CANTON - HONG KONG,CHINA,23.133333,113.3166666,CBI,840,0.42
B25,,USA,20,17 KG CHINESE,748,0.374,10,500 LB GP (GP-M43/M64),5000,2.5,36,110 LB  INCENDIARY,3960,1.98,11/27/1942,133802,HENYANG,26.905278,CHINA,112.627778,YOYANG,CHINA,28.353859,112.355098,CBI,9708,4.854
B25,,USA,70,17 KG CHINESE,2618,1.309,10,500 LB GP (GP-M43/M64),5000,2.5,24,110 LB  INCENDIARY,2640,1.32,2/28/1943,133803,HENYANG,26.905278,CHINA,112.627778,SIENNING,CHINA,29.84142,114.322468,CBI,10258,5.129
P40,,USA,,,,,7,100 LB GP (GP-M30),,0.35,,,,,7/16/1942,133806,HENYANG,26.905278,CHINA,112.627778,HANKOW,CHINA,30.581179,114.272597,CBI,700,0.35
B24,,USA,,,,0,,1000 LB GP (GP-M44/M65),45000,22.5,,,,0,11/25/1942,133812,GAYA,24.74444,INDIA,84.951111,BANKOK,THAILAND OR SIAM,13.686781,100.595495,CBI,45000,22.5
B25,,USA,100,17 KG CHINESE,3740,1.87,50,500 LB GP (GP-M43/M64),25000,12.5,,,,0,2/10/1943,133838,KWEILIN,25.218056,CHINA,110.039167,"""WHAMPOA GARDEN, HONG KONG""",CHINA,22.305137,114.184235,CBI,28740,14.37
B17,180,USA,,,,0,30,500 LB GP (GP-M43/M64),,7.5,,,,0,11/27/1942,133843,ABU SUEIR,30.572664,EGYPT,32.095342,LEROS ISLAND,GREECE,37.16,26.85,MTO,,7.5
B25,,USA,40,17 KG CHINESE,1496,0.748,12,500 LB GP (GP-M43/M64),6000,3,24,120 LB INCENDIARY,2880,1.44,2/10/1943,133861,KWEILIN,25.218056,CHINA,110.039167,HONGAY & CAMPHO,FRENCH INDO CHINA,20.933333,107.08333,CBI,10376,5.188
LIB,,GREAT BRITAIN,,,,0,,,,,,,,0,6/11/1944,133951,"""TORTORELLA, FOGGIA""",4248,ITALY,1355,KARLOVO A/D,,42.92,10.53,,,54.5
P40,,USA,24,35 LB FRAG,,840,,,,,,,,,12/14/1942,134251,NANNING,22.6081,CHINA,108.1722,DONG CUONG AIRDROME,THAILAND OR SIAM,21.95,104.6,CBI,840,0.42
A36,,USA,,,,,12,500 LB GP (GP-M43/M64),,3,,,,,6/12/1944,134309,ROME CIAMPINO AIRFIELD,41.799444,ITALY,12.597222,PIOMBINO,ITALY,42.95,10.55,MTO,,3
B24,,USA,,,,0,90,100 LB GP (GP-M30),9000,4.5,,,,0,12/4/1942,134610,CHAKULIA,22.466803,INDIA,86.7107,PYAWBWE,BURMA,20.58333333,96.06666667,CBI,9000,4.5
LIB,168,GREAT BRITAIN,,,,0,0,500 LB GP (GP-M43/M64),,,,,,0,12/7/1942,134678,SHANDUR/LG 159,31.86666667,EGYPT,24.41805556,LEPTIS MAGNA AIRFIELD (HOMS),LIBYA,32.64,14.29,MTO,,3
LIB,150,GREAT BRITAIN,,,,0,0,500 LB GP (GP-M43/M64),,,,,,0,12/7/1942,134679,SHANDUR/LG 159,31.86666667,EGYPT,24.41805556,ZLEITEN,LIBYA,32.47,14.57,MTO,,3
LIB,135,GREAT BRITAIN,,,,0,0,500 LB GP (GP-M43/M64),,,,,,0,12/7/1942,134680,SHANDUR/LG 159,31.86666667,EGYPT,24.41805556,TRIPOLI TOWN,LIBYA,32.92,13.08,MTO,,6
LIB,110,GREAT BRITAIN,,,,0,0,500 LB GP (GP-M43/M64),,,,,,0,12/7/1942,134681,SHANDUR/LG 159,31.86666667,EGYPT,24.41805556,MISURATA TOWN,LIBYA,32.37,15.1,MTO,,3
B24,220,USA,,,,0,,500 LB GP (GP-M43/M64),,11.25,,,,0,12/7/1942,134682,ABU SUEIR,30.572664,EGYPT,32.095342,MISRATA,LIBYA,32.37,15.1,MTO,,11.25
B24,,USA,,,,0,,1000 LB GP (GP-M44/M65),14000,7,,,,0,12/11/1942,134958,CHAKULIA,22.466803,INDIA,86.7107,PORT BLAIR,ANDAMAN ISLANDS,11.684045,92.735339,CBI,14000,7
LIB,110,GREAT BRITAIN,,,,0,0,1000 LB GP (GP-M44/M65),,,,,,0,12/14/1942,135321,SHANDUR/LG 159,31.86666667,EGYPT,24.41805556,NAPLES,GREECE,40.84,14.28,MTO,,17.5
B25,,USA,30,30 LB FRAG,,900,,,,,,,,,12/14/1942,135328,KUNMING,24.992222,CHINA,102.743333,HANOI,FRENCH INDO CHINA,21.040975,105.886011,CBI,900,0.45
B24,180,USA,,,,0,72,500 LB GP (GP-M43/M64),,18,,,,0,12/15/1942,135346,ABU SUEIR,30.572664,EGYPT,32.095342,SFAX ROUNDHOUSE/ M/Y,TUNISIA,34.72,10.69,MTO,,18
B25,85,USA,,,,0,,250 LB GP (GP-M57),,23,,,,0,12/16/1942,135375,MAGRUN LG,20.13333,LIBYA,32.15,BETWEEN EL AGHEILA AND MERDUMA,LIBYA,30.48,18.58,MTO,,23
